date,trading_destination_id,price,volume,ask,ask_size,bid,bid_size
36880333974,4#FR0000133308,12.63,672,12.64,2935,12.63,6293
36880334015,4#FR0000133308,12.63,1285,12.64,2935,12.63,5008
36880334072,4#FR0000133308,12.63,910,12.64,2935,12.63,2785
36880334102,4#FR0000133308,12.63,1313,12.64,2935,12.63,2785
36880334129,4#FR0000133308,12.63,328,12.64,3729,12.63,622
36898813374,4#FR0000133308,12.63,672,12.635,5666,12.625,7391
36913813520,4#FR0000133308,12.63,3,12.635,3537,12.63,1463
36913813537,4#FR0000133308,12.63,495,12.635,3537,12.63,1463
36913888200,4#FR0000133308,12.63,178,12.635,4239,12.63,1463
36913888236,4#FR0000133308,12.63,62,12.635,4239,12.63,1463
36913888268,4#FR0000133308,12.63,1223,12.635,4239,12.63,1463
36922077044,4#FR0000133308,12.635,43,12.635,3189,12.625,7295
36951210248,4#FR0000133308,12.63,12,12.64,2763,12.63,8841
36951210276,4#FR0000133308,12.63,1583,12.64,2763,12.63,7258
36951210301,4#FR0000133308,12.63,1503,12.64,2763,12.63,5755
36951210369,4#FR0000133308,12.63,500,12.64,2763,12.63,5255
36951210401,4#FR0000133308,12.63,240,12.64,2763,12.63,5015
36951210431,4#FR0000133308,12.63,888,12.64,2763,12.63,4127
36951210465,4#FR0000133308,12.63,702,12.64,2763,12.63,3425
36951210491,4#FR0000133308,12.63,458,12.64,2763,12.63,2967
36951212674,4#FR0000133308,12.63,122,12.64,2763,12.63,2845
36951212725,4#FR0000133308,12.63,418,12.64,2763,12.63,1188
36951212751,4#FR0000133308,12.63,1239,12.64,2763,12.63,1188
36951212874,4#FR0000133308,12.63,1188,12.64,2763,12.625,6751
36951212891,4#FR0000133308,12.625,1077,12.64,2763,12.625,6751
36951212907,4#FR0000133308,12.625,580,12.64,2763,12.625,6751
36951212924,4#FR0000133308,12.625,500,12.64,2763,12.625,6751
36951212940,4#FR0000133308,12.625,481,12.64,2763,12.625,6751
36951212957,4#FR0000133308,12.625,1258,12.64,2763,12.625,6751
36951212977,4#FR0000133308,12.625,1584,12.64,2763,12.625,6751
36951212994,4#FR0000133308,12.625,702,12.64,2763,12.625,6751
36951213010,4#FR0000133308,12.625,451,12.64,2763,12.625,6751
36951213027,4#FR0000133308,12.625,1729,12.64,2763,12.625,6751
36951214783,4#FR0000133308,12.625,240,12.64,2763,12.625,6511
36951214809,4#FR0000133308,12.625,1504,12.64,2763,12.625,5007
36951214844,4#FR0000133308,12.625,600,12.64,2763,12.625,4167
36951214870,4#FR0000133308,12.625,240,12.64,2763,12.625,3107
36951214917,4#FR0000133308,12.625,1060,12.64,2763,12.625,3107
36951219913,4#FR0000133308,12.625,1916,12.635,840,12.63,819
36951220003,4#FR0000133308,12.625,418,12.635,840,12.63,819
36951220024,4#FR0000133308,12.625,773,12.635,840,12.63,819
36951220046,4#FR0000133308,12.62,500,12.635,840,12.63,819
36951220063,4#FR0000133308,12.62,458,12.635,840,12.63,819
36951220104,4#FR0000133308,12.62,122,12.635,840,12.63,819
36951220125,4#FR0000133308,12.62,702,12.635,840,12.63,819
36951220143,4#FR0000133308,12.62,1223,12.635,840,12.63,819
36951220160,4#FR0000133308,12.62,1763,12.635,840,12.63,819
36951220177,4#FR0000133308,12.62,470,12.635,840,12.63,819
36951220193,4#FR0000133308,12.62,240,12.635,840,12.63,819
36951237614,4#FR0000133308,12.62,556,12.635,840,12.63,819
36951237866,4#FR0000133308,12.63,819,12.635,2339,12.63,140
36951237892,4#FR0000133308,12.63,140,12.635,2339,12.625,2527
36951248294,4#FR0000133308,12.63,140,12.63,1599,12.625,995
36951267545,4#FR0000133308,12.63,562,12.63,537,12.625,2180
36951267562,4#FR0000133308,12.63,500,12.63,537,12.625,2180
36951267587,4#FR0000133308,12.63,269,12.63,268,12.625,2180
36951286359,4#FR0000133308,12.63,268,12.635,2819,12.625,2948
36961176779,4#FR0000133308,12.635,290,12.635,500,12.63,4488
36961176806,4#FR0000133308,12.635,500,12.64,8936,12.63,4488
36961530337,4#FR0000133308,12.635,130,12.64,7441,12.63,1625
36961537565,4#FR0000133308,12.635,580,12.635,740,12.63,556
36961537610,4#FR0000133308,12.635,331,12.635,409,12.63,556
36961541087,4#FR0000133308,12.635,169,12.635,840,12.63,1056
36961541121,4#FR0000133308,12.635,240,12.635,269,12.63,1056
36961548467,4#FR0000133308,12.635,331,12.635,269,12.63,1056
36963940145,4#FR0000133308,12.63,19,12.635,753,12.63,7554
36963940174,4#FR0000133308,12.63,537,12.635,753,12.63,7554
36963940201,4#FR0000133308,12.63,500,12.635,753,12.63,7054
36963940222,4#FR0000133308,12.63,443,12.635,753,12.63,7054
36963940265,4#FR0000133308,12.63,1243,12.635,753,12.63,6611
36963940308,4#FR0000133308,12.63,1231,12.635,753,12.63,4137
36963940339,4#FR0000133308,12.63,458,12.635,753,12.63,3679
36963940371,4#FR0000133308,12.63,122,12.635,753,12.63,3557
36963940391,4#FR0000133308,12.63,1583,12.635,753,12.63,3557
36963959350,4#FR0000133308,12.63,714,12.635,753,12.63,1974
36963959401,4#FR0000133308,12.63,146,12.635,753,12.63,1114
36965403240,4#FR0000133308,12.635,253,12.635,5473,12.63,1830
36965403309,4#FR0000133308,12.635,500,12.635,4733,12.63,1830
36965403352,4#FR0000133308,12.635,240,12.635,4733,12.63,1830
36965403400,4#FR0000133308,12.635,702,12.635,4031,12.63,1830
36965403425,4#FR0000133308,12.635,518,12.635,4031,12.63,1830
36965422126,4#FR0000133308,12.635,62,12.635,1939,12.63,2607
36965422258,4#FR0000133308,12.635,192,12.635,1747,12.63,2607
36965422335,4#FR0000133308,12.635,110,12.635,1637,12.63,2607
36965460561,4#FR0000133308,12.635,517,12.635,1120,12.63,2607
36966499718,4#FR0000133308,12.635,1120,12.635,1,12.63,5199
36966499742,4#FR0000133308,12.635,499,12.635,1,12.63,5199
36968483107,4#FR0000133308,12.63,48,12.64,7434,12.63,4577
36969596109,4#FR0000133308,12.63,9,12.635,5066,12.63,9
36975332743,4#FR0000133308,12.635,847,12.64,12876,12.625,10916
36975332761,4#FR0000133308,12.635,500,12.64,12876,12.625,10916
36975332778,4#FR0000133308,12.635,600,12.64,12876,12.625,10916
36975332795,4#FR0000133308,12.635,702,12.64,12876,12.625,10916
36975332816,4#FR0000133308,12.635,537,12.64,12876,12.625,10916
36975332833,4#FR0000133308,12.635,580,12.64,12876,12.625,10916
36983715276,4#FR0000133308,12.64,600,12.64,4866,12.63,7307
36983715309,4#FR0000133308,12.64,400,12.64,3846,12.63,7307
36990912732,4#FR0000133308,12.64,302,12.64,3866,12.635,1372
36990912791,4#FR0000133308,12.64,701,12.64,3866,12.635,1372
36990912868,4#FR0000133308,12.64,580,12.64,3329,12.635,1372
36990912913,4#FR0000133308,12.64,537,12.64,3329,12.635,1372
36990912972,4#FR0000133308,12.64,93,12.64,3326,12.635,1372
37014389771,4#FR0000133308,12.635,1120,12.64,4683,12.635,27
37014389789,4#FR0000133308,12.635,27,12.64,4683,12.635,27
37014400283,4#FR0000133308,12.63,441,12.635,240,12.63,3564
37014400300,4#FR0000133308,12.63,672,12.635,240,12.63,3564
37014400317,4#FR0000133308,12.63,394,12.635,240,12.63,3564
37021604167,4#FR0000133308,12.63,1241,12.635,9291,12.625,3914
37044313014,4#FR0000133308,12.635,701,12.635,2752,12.63,3885
37044315541,4#FR0000133308,12.635,386,12.635,2752,12.63,3885
37044315771,4#FR0000133308,12.635,1225,12.635,2752,12.63,4705
37044316066,4#FR0000133308,12.635,124,12.635,1527,12.63,4945
37044316278,4#FR0000133308,12.635,702,12.635,701,12.63,4945
37044316306,4#FR0000133308,12.635,701,12.635,701,12.63,4945
37044316352,4#FR0000133308,12.635,860,12.64,10636,12.63,4945
37044316382,4#FR0000133308,12.635,462,12.64,10636,12.63,4945
37044330263,4#FR0000133308,12.64,500,12.64,3807,12.635,9974
37044345498,4#FR0000133308,12.64,633,12.64,3807,12.635,9974
37044345515,4#FR0000133308,12.64,391,12.64,3807,12.635,9974
37044345531,4#FR0000133308,12.64,575,12.64,3807,12.635,9974
37044345792,4#FR0000133308,12.64,1628,12.64,3807,12.635,9974
37044534872,4#FR0000133308,12.645,500,12.645,3675,12.64,11159
37044709675,4#FR0000133308,12.645,633,12.645,1411,12.64,9034
37050833551,4#FR0000133308,12.645,1161,12.645,1,12.64,6711
37051306897,4#FR0000133308,12.645,1,12.645,1101,12.64,6523
37051306914,4#FR0000133308,12.645,600,12.645,1101,12.64,6523
37053130780,4#FR0000133308,12.64,775,12.645,1857,12.64,779
37053130796,4#FR0000133308,12.64,4,12.645,1857,12.64,779
37055523659,4#FR0000133308,12.645,500,12.645,1080,12.635,7896
37055523680,4#FR0000133308,12.645,122,12.645,1080,12.635,7896
37055523700,4#FR0000133308,12.645,458,12.645,1080,12.635,7896
37055538397,4#FR0000133308,12.645,300,12.65,7559,12.645,2315
37055539009,4#FR0000133308,12.645,237,12.65,7559,12.645,2315
37055539026,4#FR0000133308,12.645,763,12.65,7559,12.645,2315
37060443213,4#FR0000133308,12.645,200,12.65,1482,12.645,1480
37075042200,4#FR0000133308,12.65,350,12.65,632,12.645,6848
37075042294,4#FR0000133308,12.65,632,12.655,3999,12.645,6848
37077235040,4#FR0000133308,12.65,650,12.655,2020,12.645,6980
37080019407,4#FR0000133308,12.65,600,12.655,1440,12.645,9400
37080019663,4#FR0000133308,12.65,500,12.655,1440,12.645,9400
37080019683,4#FR0000133308,12.65,616,12.655,1440,12.645,9400
37080019704,4#FR0000133308,12.65,800,12.655,1440,12.645,9400
37082495422,4#FR0000133308,12.65,917,12.65,917,12.645,5738
37088699902,4#FR0000133308,12.655,100,12.655,612,12.645,7368
37088706468,4#FR0000133308,12.655,488,12.655,612,12.645,7368
37089416278,4#FR0000133308,12.655,12,12.655,600,12.645,8431
37089416332,4#FR0000133308,12.655,251,12.66,12471,12.645,8431
37089416351,4#FR0000133308,12.655,349,12.66,12471,12.645,8431
37089428933,4#FR0000133308,12.655,252,12.655,248,12.645,8431
37089428965,4#FR0000133308,12.655,248,12.66,10686,12.645,8431
37095150588,4#FR0000133308,12.66,142,12.66,5495,12.65,5296
37096113619,4#FR0000133308,12.66,1000,12.66,3597,12.65,6092
37096117420,4#FR0000133308,12.66,60,12.66,3597,12.65,6092
37096117448,4#FR0000133308,12.66,500,12.66,3597,12.65,6092
37096117477,4#FR0000133308,12.66,537,12.66,3597,12.65,6092
37096117571,4#FR0000133308,12.66,1000,12.66,3597,12.65,6092
37096372327,4#FR0000133308,12.665,500,12.665,4282,12.66,9190
37097352607,4#FR0000133308,12.66,600,12.665,1452,12.66,537
37097352633,4#FR0000133308,12.66,537,12.665,1452,12.655,9562
37115447406,4#FR0000133308,12.66,1095,12.665,5641,12.655,7855
37123041756,4#FR0000133308,12.66,498,12.665,4272,12.66,855
37124267017,4#FR0000133308,12.66,44,12.665,5675,12.66,639
37124270828,4#FR0000133308,12.66,485,12.665,5675,12.66,110
37124270994,4#FR0000133308,12.66,110,12.665,5675,12.66,110
37127202576,4#FR0000133308,12.665,132,12.665,2031,12.655,7476
37127202621,4#FR0000133308,12.665,154,12.665,1494,12.655,7476
37127202665,4#FR0000133308,12.665,537,12.665,894,12.655,7476
37127202691,4#FR0000133308,12.665,600,12.665,894,12.655,7476
37127202717,4#FR0000133308,12.665,500,12.665,394,12.655,7476
37127202742,4#FR0000133308,12.665,240,12.665,154,12.655,7476
37127202769,4#FR0000133308,12.665,7,12.67,14298,12.655,7476
37127202804,4#FR0000133308,12.67,580,12.67,14298,12.655,7476
37127202839,4#FR0000133308,12.67,842,12.67,13718,12.655,7476
37127202873,4#FR0000133308,12.67,308,12.67,12568,12.655,7476
37127778115,4#FR0000133308,12.66,262,12.67,8803,12.66,901
37127779487,4#FR0000133308,12.66,639,12.67,8803,12.66,901
37131848399,4#FR0000133308,12.655,50,12.665,7917,12.655,2939
37137344257,4#FR0000133308,12.66,3273,12.665,3381,12.66,5686
37138334126,4#FR0000133308,12.66,2693,12.665,3621,12.66,2393
37138334366,4#FR0000133308,12.66,517,12.665,3621,12.66,1876
37138349690,4#FR0000133308,12.66,1876,12.665,7843,12.655,5376
37147594988,4#FR0000133308,12.655,550,12.66,580,12.655,2518
37147595026,4#FR0000133308,12.655,21,12.66,580,12.655,2018
37147595051,4#FR0000133308,12.655,500,12.66,580,12.655,2018
37147595088,4#FR0000133308,12.655,5,12.66,580,12.655,2013
37147595125,4#FR0000133308,12.655,50,12.66,580,12.655,1963
37147595163,4#FR0000133308,12.655,317,12.66,580,12.655,1646
37152335993,4#FR0000133308,12.655,1,12.66,4605,12.655,860
37156194020,4#FR0000133308,12.66,30,12.66,4642,12.655,860
37163177812,4#FR0000133308,12.655,845,12.66,6774,12.655,860
37163177830,4#FR0000133308,12.655,15,12.66,6774,12.655,860
37179972854,4#FR0000133308,12.655,797,12.66,6497,12.655,813
37179972873,4#FR0000133308,12.655,16,12.66,6497,12.655,813
37186496816,4#FR0000133308,12.66,1231,12.665,8208,12.655,2617
37186496879,4#FR0000133308,12.66,500,12.665,11032,12.66,769
37186496920,4#FR0000133308,12.66,769,12.665,8208,12.66,2500
37186496941,4#FR0000133308,12.66,500,12.665,8208,12.66,2500
37186497000,4#FR0000133308,12.66,1269,12.665,8208,12.66,1231
37186515141,4#FR0000133308,12.66,890,12.665,6485,12.66,341
37186515167,4#FR0000133308,12.66,341,12.665,6485,12.66,2900
37186534221,4#FR0000133308,12.66,622,12.665,5985,12.66,2778
37190232474,4#FR0000133308,12.66,1878,12.665,6856,12.66,1892
37190232492,4#FR0000133308,12.66,40,12.665,6856,12.66,1892
37190232509,4#FR0000133308,12.66,360,12.665,6856,12.66,1892
37190232533,4#FR0000133308,12.66,608,12.665,6856,12.66,1892
37190235603,4#FR0000133308,12.66,500,12.665,6856,12.66,1892
37190334614,4#FR0000133308,12.66,1392,12.665,7356,12.66,2500
37190334654,4#FR0000133308,12.66,139,12.665,7356,12.66,2500
37190337584,4#FR0000133308,12.66,2278,12.665,8900,12.66,222
37190338998,4#FR0000133308,12.66,222,12.665,8660,12.66,2500
37190341775,4#FR0000133308,12.66,18,12.665,8660,12.66,2500
37200747287,4#FR0000133308,12.665,1269,12.665,3388,12.66,5936
37200747305,4#FR0000133308,12.665,698,12.665,3388,12.66,5936
37200747322,4#FR0000133308,12.665,1421,12.665,3388,12.66,5936
37200747339,4#FR0000133308,12.665,600,12.665,3388,12.66,5936
37200758346,4#FR0000133308,12.665,264,12.665,3388,12.66,4436
37207525282,4#FR0000133308,12.665,198,12.67,4486,12.66,11793
37211815589,4#FR0000133308,12.665,198,12.67,3997,12.665,598
37211815606,4#FR0000133308,12.665,400,12.67,3997,12.665,598
37233421377,4#FR0000133308,12.66,2500,12.665,1180,12.66,4461
37233421395,4#FR0000133308,12.66,500,12.665,1180,12.66,4461
37233421412,4#FR0000133308,12.66,16,12.665,1180,12.66,4461
37233421430,4#FR0000133308,12.66,484,12.665,1180,12.66,4461
37233422794,4#FR0000133308,12.66,361,12.665,1180,12.66,4461
37233422812,4#FR0000133308,12.66,600,12.665,1180,12.66,4461
37233422833,4#FR0000133308,12.66,2500,12.665,1180,12.66,4461
37233424753,4#FR0000133308,12.66,1580,12.665,1180,12.66,4461
37233429566,4#FR0000133308,12.66,1822,12.665,1180,12.66,4461
37236297126,4#FR0000133308,12.66,713,12.665,4589,12.655,5091
37242306106,4#FR0000133308,12.665,100,12.665,1000,12.66,1681
37247216128,4#FR0000133308,12.66,1,12.665,4439,12.66,769
37247216161,4#FR0000133308,12.66,769,12.665,4439,12.655,5782
37249541981,4#FR0000133308,12.655,600,12.66,3247,12.655,2097
37249545519,4#FR0000133308,12.655,709,12.66,3247,12.655,2097
37249545535,4#FR0000133308,12.655,21,12.66,3247,12.655,2097
37249545552,4#FR0000133308,12.655,767,12.66,3247,12.655,2097
37249601317,4#FR0000133308,12.65,100,12.655,5003,12.65,6610
37249601427,4#FR0000133308,12.65,1278,12.655,5003,12.65,6370
37249602601,4#FR0000133308,12.65,317,12.655,5003,12.65,6370
37249602619,4#FR0000133308,12.65,586,12.655,5003,12.65,6370
37249604117,4#FR0000133308,12.65,1501,12.655,5003,12.65,6370
37251043228,4#FR0000133308,12.65,10,12.655,8872,12.645,1977
37255342551,4#FR0000133308,12.645,100,12.65,3196,12.645,908
37255342573,4#FR0000133308,12.645,804,12.65,3196,12.645,908
37255346611,4#FR0000133308,12.645,4,12.65,3196,12.645,908
37297047662,4#FR0000133308,12.64,2,12.645,8034,12.64,1595
37297047691,4#FR0000133308,12.64,803,12.645,8034,12.64,1595
37297047829,4#FR0000133308,12.64,790,12.645,8034,12.64,1595
37298512246,4#FR0000133308,12.635,23,12.64,6934,12.635,775
37298512279,4#FR0000133308,12.635,177,12.64,6934,12.635,598
37298512315,4#FR0000133308,12.635,598,12.64,6934,12.63,6375
37301878824,4#FR0000133308,12.635,600,12.64,13861,12.63,2784
37328669976,4#FR0000133308,12.635,500,12.64,6363,12.63,7599
37328669997,4#FR0000133308,12.635,19,12.64,6363,12.63,7599
37397660097,4#FR0000133308,12.635,16,12.64,7115,12.635,1678
37397660124,4#FR0000133308,12.635,1678,12.64,7115,12.63,11199
37400297227,4#FR0000133308,12.63,1000,12.635,4742,12.63,1632
37400297247,4#FR0000133308,12.63,600,12.635,4742,12.63,1632
37400297266,4#FR0000133308,12.63,32,12.635,4742,12.63,1632
37428468169,4#FR0000133308,12.625,1280,12.63,3259,12.625,2766
37428468190,4#FR0000133308,12.625,881,12.63,3259,12.625,2766
37428468210,4#FR0000133308,12.625,5,12.63,3259,12.625,2766
37451898025,4#FR0000133308,12.625,522,12.63,8312,12.62,5012
37461046021,4#FR0000133308,12.63,100,12.63,6120,12.62,5012
37469492175,4#FR0000133308,12.625,64,12.63,8240,12.62,6230
37470708717,4#FR0000133308,12.62,101,12.63,4295,12.62,9271
37489300319,4#FR0000133308,12.625,82,12.63,4708,12.62,8966
37498402357,4#FR0000133308,12.62,101,12.63,5965,12.62,5789
37507136572,4#FR0000133308,12.63,500,12.63,9172,12.62,4317
37507136622,4#FR0000133308,12.63,701,12.63,8546,12.62,4317
37507136650,4#FR0000133308,12.63,626,12.63,8446,12.62,4317
37507136668,4#FR0000133308,12.63,100,12.63,8446,12.62,4317
37507136694,4#FR0000133308,12.63,240,12.63,8206,12.62,4317
37507136720,4#FR0000133308,12.63,500,12.63,7706,12.62,4317
37507136746,4#FR0000133308,12.63,626,12.63,7080,12.62,4317
37507136774,4#FR0000133308,12.63,537,12.63,6543,12.62,4317
37507136800,4#FR0000133308,12.63,92,12.63,6451,12.62,4317
37507136925,4#FR0000133308,12.63,488,12.63,5963,12.62,4317
37507136969,4#FR0000133308,12.63,561,12.63,5373,12.62,4317
37507141895,4#FR0000133308,12.63,29,12.63,5873,12.62,4317
37512632654,4#FR0000133308,12.62,80,12.63,7795,12.62,5420
37514260436,4#FR0000133308,12.625,498,12.63,10670,12.62,6000
37514260500,4#FR0000133308,12.63,427,12.63,10243,12.62,6000
37514260526,4#FR0000133308,12.63,1288,12.63,8955,12.62,6000
37514269590,4#FR0000133308,12.63,212,12.63,4423,12.62,6240
37514269607,4#FR0000133308,12.63,1657,12.63,4423,12.62,6240
37514273823,4#FR0000133308,12.63,344,12.63,4079,12.62,6240
37514273930,4#FR0000133308,12.63,357,12.63,3579,12.62,6240
37514274565,4#FR0000133308,12.63,500,12.63,3042,12.62,6240
37514274596,4#FR0000133308,12.63,537,12.63,2481,12.62,6240
37514274614,4#FR0000133308,12.63,561,12.63,2481,12.62,6240
37514274639,4#FR0000133308,12.63,258,12.63,2291,12.62,6240
37514302683,4#FR0000133308,12.63,561,12.63,333,12.62,6240
37514302704,4#FR0000133308,12.63,92,12.63,333,12.62,6240
37514302762,4#FR0000133308,12.63,333,12.635,12588,12.62,6240
37514302782,4#FR0000133308,12.635,1227,12.635,12588,12.62,6240
37514312539,4#FR0000133308,12.63,449,12.635,11836,12.62,10515
37514312563,4#FR0000133308,12.63,131,12.635,11836,12.62,10515
37516129644,4#FR0000133308,12.625,600,12.63,3482,12.625,400
37516129672,4#FR0000133308,12.625,500,12.63,3482,12.62,9282
37516129690,4#FR0000133308,12.625,400,12.63,3482,12.62,9282
37534032079,4#FR0000133308,12.625,537,12.63,3617,12.625,2238
37534032097,4#FR0000133308,12.625,561,12.63,3617,12.625,2238
37534032114,4#FR0000133308,12.625,555,12.63,3617,12.625,2238
37534032131,4#FR0000133308,12.625,5,12.63,3617,12.625,2238
37536114874,4#FR0000133308,12.62,1263,12.625,1420,12.62,2805
37536114906,4#FR0000133308,12.62,491,12.625,1420,12.62,2314
37536114925,4#FR0000133308,12.62,500,12.625,1420,12.62,2314
37536114961,4#FR0000133308,12.62,665,12.625,1420,12.62,1149
37536114987,4#FR0000133308,12.62,561,12.625,1420,12.62,588
37536115021,4#FR0000133308,12.62,580,12.625,1420,12.615,11025
37536115038,4#FR0000133308,12.62,8,12.625,1420,12.615,11025
37536699192,4#FR0000133308,12.625,820,12.625,2568,12.615,6413
37536699221,4#FR0000133308,12.625,324,12.625,2568,12.615,6413
37536699287,4#FR0000133308,12.625,19,12.625,776,12.615,6413
37536699313,4#FR0000133308,12.625,257,12.625,757,12.615,6413
37536699346,4#FR0000133308,12.625,306,12.625,194,12.615,6413
37536705470,4#FR0000133308,12.625,194,12.63,11004,12.62,1100
37536705498,4#FR0000133308,12.63,253,12.63,11004,12.62,1100
37536705558,4#FR0000133308,12.63,396,12.63,10355,12.62,1100
37536705583,4#FR0000133308,12.63,701,12.63,10030,12.62,1100
37536705601,4#FR0000133308,12.63,325,12.63,10030,12.62,1100
37536705669,4#FR0000133308,12.63,373,12.63,9308,12.62,1998
37536709608,4#FR0000133308,12.63,722,12.63,9308,12.62,1998
37536709639,4#FR0000133308,12.63,21,12.63,9612,12.62,1998
37536709672,4#FR0000133308,12.63,396,12.63,9033,12.62,1998
37536709718,4#FR0000133308,12.63,500,12.63,8533,12.62,2670
37536723996,4#FR0000133308,12.63,80,12.63,8453,12.62,2670
37536724069,4#FR0000133308,12.63,374,12.63,7953,12.62,3250
37536724095,4#FR0000133308,12.63,126,12.63,7953,12.62,3250
37536743172,4#FR0000133308,12.63,240,12.63,7713,12.62,3250
37536743198,4#FR0000133308,12.63,356,12.63,7357,12.62,3250
37547018640,4#FR0000133308,12.625,4,12.63,5970,12.62,7037
37547018658,4#FR0000133308,12.625,658,12.63,5970,12.62,7037
37547018675,4#FR0000133308,12.625,500,12.63,5970,12.62,7037
37556673299,4#FR0000133308,12.62,90,12.63,8359,12.62,2667
37566853073,4#FR0000133308,12.62,91,12.63,11290,12.62,1677
37566853090,4#FR0000133308,12.62,3,12.63,11290,12.62,1677
37566853106,4#FR0000133308,12.62,983,12.63,11290,12.62,1677
37566874681,4#FR0000133308,12.62,1073,12.63,11923,12.62,1077
37566877522,4#FR0000133308,12.62,244,12.63,11923,12.62,1077
37566877538,4#FR0000133308,12.62,829,12.63,11923,12.62,1077
37566881585,4#FR0000133308,12.62,248,12.63,12163,12.62,983
37575687997,4#FR0000133308,12.62,799,12.625,6287,12.615,3017
37575688042,4#FR0000133308,12.625,680,12.625,5107,12.615,3017
37575688068,4#FR0000133308,12.625,500,12.625,4873,12.615,3017
37575688090,4#FR0000133308,12.625,234,12.625,4873,12.615,3017
37575705046,4#FR0000133308,12.625,364,12.625,4029,12.615,3929
37575705072,4#FR0000133308,12.625,74,12.625,3955,12.615,3929
37575705097,4#FR0000133308,12.625,561,12.625,3394,12.615,3929
37575705114,4#FR0000133308,12.625,45,12.625,3394,12.615,3929
37575705155,4#FR0000133308,12.625,501,12.625,2848,12.615,3929
37575705208,4#FR0000133308,12.625,405,12.625,2006,12.615,5473
37575713964,4#FR0000133308,12.625,210,12.625,1796,12.615,5473
37575714005,4#FR0000133308,12.625,252,12.625,1544,12.615,5473
37575714091,4#FR0000133308,12.625,403,12.625,1544,12.615,5473
37575714125,4#FR0000133308,12.625,561,12.625,580,12.615,5473
37575720927,4#FR0000133308,12.625,92,12.625,488,12.615,5473
37575720962,4#FR0000133308,12.625,488,12.63,17258,12.615,5473
37579358309,4#FR0000133308,12.625,295,12.625,1251,12.62,4785
37579358338,4#FR0000133308,12.625,1251,12.63,18100,12.62,4785
37579358514,4#FR0000133308,12.625,153,12.63,15772,12.625,153
37582136768,4#FR0000133308,12.625,1145,12.63,16251,12.62,1533
37582148064,4#FR0000133308,12.625,514,12.63,13801,12.62,3885
37582495919,4#FR0000133308,12.62,500,12.63,12415,12.62,4618
37582495978,4#FR0000133308,12.62,19,12.63,12415,12.62,4599
37582496029,4#FR0000133308,12.62,331,12.63,12415,12.62,4268
37583885071,4#FR0000133308,12.625,100,12.625,1152,12.62,3300
37607080467,4#FR0000133308,12.625,1152,12.63,7189,12.62,8847
37607080487,4#FR0000133308,12.625,772,12.63,7189,12.62,8847
37609493434,4#FR0000133308,12.63,420,12.63,1352,12.625,5454
37609493501,4#FR0000133308,12.63,278,12.63,1242,12.625,5454
37609493524,4#FR0000133308,12.63,142,12.63,1242,12.625,5454
37611073368,4#FR0000133308,12.625,268,12.63,1242,12.62,10846
37611073397,4#FR0000133308,12.625,580,12.63,1242,12.62,10846
37611073418,4#FR0000133308,12.625,500,12.63,1242,12.62,10846
37611073436,4#FR0000133308,12.625,757,12.63,1242,12.62,10846
37611073460,4#FR0000133308,12.625,561,12.63,1242,12.62,10846
37611073477,4#FR0000133308,12.625,672,12.63,1242,12.62,10846
37611073494,4#FR0000133308,12.625,561,12.63,1242,12.62,10846
37611077818,4#FR0000133308,12.625,983,12.63,1242,12.62,10846
37611092065,4#FR0000133308,12.625,268,12.625,1231,12.62,5695
37612164049,4#FR0000133308,12.625,500,12.63,7086,12.62,4282
37612547225,4#FR0000133308,12.625,1186,12.63,9591,12.62,3848
37612574491,4#FR0000133308,12.625,1186,12.63,11240,12.62,3848
37616604224,4#FR0000133308,12.625,374,12.625,1258,12.62,745
37617613002,4#FR0000133308,12.625,100,12.625,1158,12.62,837
37618573921,4#FR0000133308,12.625,92,12.625,486,12.62,1925
37620141264,4#FR0000133308,12.625,486,12.63,8909,12.62,1925
37640495046,4#FR0000133308,12.625,500,12.63,4021,12.625,5615
37640495108,4#FR0000133308,12.625,2072,12.63,4021,12.625,3543
37640495132,4#FR0000133308,12.625,15,12.63,4021,12.625,3543
37640499766,4#FR0000133308,12.625,1324,12.63,4021,12.625,2204
37640499805,4#FR0000133308,12.625,600,12.63,4021,12.62,9691
37640499822,4#FR0000133308,12.625,1604,12.63,4021,12.62,9691
37646766664,4#FR0000133308,12.62,240,12.625,689,12.62,4878
37646766682,4#FR0000133308,12.62,600,12.625,689,12.62,4878
37646766722,4#FR0000133308,12.62,186,12.625,689,12.62,4878
37646766740,4#FR0000133308,12.62,1237,12.625,689,12.62,4878
37646766759,4#FR0000133308,12.62,120,12.625,689,12.62,4878
37646766775,4#FR0000133308,12.62,7,12.625,689,12.62,4878
37646766792,4#FR0000133308,12.62,1188,12.625,689,12.62,4878
37646766819,4#FR0000133308,12.62,800,12.625,689,12.62,4878
37646776591,4#FR0000133308,12.62,1507,12.625,689,12.62,4878
37650440957,4#FR0000133308,12.62,66,12.625,6303,12.615,5304
37654906549,4#FR0000133308,12.62,1031,12.625,7978,12.615,4824
37676206031,4#FR0000133308,12.615,200,12.62,4457,12.615,1407
37676206063,4#FR0000133308,12.615,4,12.62,4457,12.615,1403
37676206109,4#FR0000133308,12.615,1403,12.62,4457,12.61,11816
37679521401,4#FR0000133308,12.62,600,12.62,8561,12.61,9561
37679523049,4#FR0000133308,12.62,192,12.62,8369,12.61,9561
37682314660,4#FR0000133308,12.615,500,12.615,2971,12.61,10441
